Status Conciliação;Data Crédito;Administradora;Estabelecimento;Parcela;Valor Bruto;Valor Desconto;Valor Desconto Antecipado;Valor Pago;Status Pagamento;Bandeira;Data Resumo;Nº Resumo;Produto;Banco;Agência;Conta;Ident. Transação;Ponto de Venda;Tipo de Venda;Forma de Pagamento;Status Conc. Bancaria;Taxa (%);Total de Parcelas;CNPJ
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;49,34;1,42;0,00;47,41;Pago;Sodexo Alimentação;2025-01-19;0000779285;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;122,78;3,54;0,00;118,29;Pago;Sodexo Alimentação;2025-01-17;0000482110;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;100,00;2,88;0,00;96,09;Pago;Sodexo Alimentação;2025-01-23;0000779657;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAI;1;558,98;16,11;0,00;537,10;Pago;Sodexo Alimentação;2025-01-21;0000490222;Sodexo alimentação;Banco Santander;2271;13004406;;1585196;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0008-73
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SALTO;1;30,00;0,86;0,00;28,83;Pago;Sodexo Alimentação;2025-01-21;0000414539;Sodexo alimentação;Banco Santander;2271;13004406;;2786800;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0047-80
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VALINHOS;1;607,20;17,49;0,00;583,47;Pago;Sodexo Alimentação;2025-01-23;0000428512;Sodexo alimentação;Banco Santander;2271;13004406;;2634390;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0042-75
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FREGUESIA Ó;1;8,28;0,24;0,00;7,95;Pago;Sodexo Alimentação;2025-01-18;0000760476;Sodexo alimentação;Banco Santander;2271;13004406;;1585181;Voucher à Vista;Antecipado;Não Conciliado;2,90;1;05.800.256/0002-88
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;52,60;1,51;0,00;50,55;Pago;Sodexo Alimentação;2025-01-23;0000461746;Sodexo alimentação;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;124,43;3,58;0,00;119,57;Pago;Sodexo Alimentação;2025-01-22;0000422467;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOOCA;1;44,52;1,28;0,00;42,78;Pago;Sodexo Alimentação;2025-01-21;0000457118;Sodexo alimentação;Banco Santander;2271;13004406;;1585185;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0003-69
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VILA EMA;1;92,15;2,65;0,00;88,55;Pago;Sodexo Alimentação;2025-01-20;0000467333;Sodexo alimentação;Banco Santander;2271;13004406;;2061684;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0036-27
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;56,42;1,62;0,00;54,22;Pago;Sodexo Alimentação;2025-01-19;0000778169;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;120,92;3,48;0,00;116,19;Pago;Sodexo Alimentação;2025-01-22;0000528226;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;55,56;1,60;0,00;53,39;Pago;Sodexo Alimentação;2025-01-22;0000528224;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO C.TIRADENTES;1;77,00;2,22;0,00;73,99;Pago;Sodexo Alimentação;2025-01-20;0000479363;Sodexo alimentação;Banco Santander;2271;13004406;;1605723;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0015-00
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;30,59;0,88;0,00;29,39;Pago;Sodexo Alimentação;2025-01-18;0000781036;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO STO. ANDRÉ II;1;33,43;0,96;0,00;32,13;Pago;Sodexo Alimentação;2025-01-21;0000425892;Sodexo alimentação;Banco Santander;2271;13004406;;2247967;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0040-03
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOOCA;1;68,22;1,96;0,00;65,73;Pago;Sodexo Alimentação;2025-01-17;0000764873;Sodexo alimentação;Banco Santander;2271;13004406;;1585185;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0003-69
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SOROCABA;1;265,88;7,66;0,00;255,48;Pago;Sodexo Alimentação;2025-01-20;0000744048;Sodexo alimentação;Banco Santander;2271;13004406;;1585218;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0017-64
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;126,69;3,65;0,00;121,73;Pago;Sodexo Alimentação;2025-01-21;0000781092;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;7,39;0,21;0,00;7,10;Pago;Sodexo Alimentação;2025-01-19;0000783835;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,84;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SALTO;1;327,53;9,43;0,00;314,73;Pago;Sodexo Alimentação;2025-01-19;0000713890;Sodexo alimentação;Banco Santander;2271;13004406;;2786800;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0047-80
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;42,64;1,23;0,00;41,08;Pago;Sodexo Alimentação;2025-01-17;0000766332;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;118,95;3,43;0,00;114,29;Pago;Sodexo Alimentação;2025-01-18;0000464014;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE;1;88,21;2,54;0,00;84,76;Pago;Sodexo Gift Pass;2025-01-22;0000766139;Sodexo gift pass;Banco Santander;2271;13004406;;1585208;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0012-50
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SÃO JOSÉ;1;20,23;0,58;0,00;19,49;Pago;Sodexo Alimentação;2025-01-17;0000760131;Sodexo alimentação;Banco Santander;2271;13004406;;1634325;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0026-55
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOOCA;1;100,25;2,89;0,00;96,33;Pago;Sodexo Alimentação;2025-01-19;0000457107;Sodexo alimentação;Banco Santander;2271;13004406;;1585185;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0003-69
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARUJA;1;117,32;3,38;0,00;112,73;Pago;Sodexo Alimentação;2025-01-23;0000828437;Sodexo alimentação;Banco Santander;2271;13004406;;1585214;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0014-11
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;24,19;0,70;0,00;23,24;Pago;Sodexo Alimentação;2025-01-18;0000829660;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MARECHAL TITO;1;110,01;3,17;0,00;105,71;Pago;Sodexo Alimentação;2025-01-19;0000469749;Sodexo alimentação;Banco Santander;2271;13004406;;1585205;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0011-79
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;32,94;0,95;0,00;31,65;Pago;Sodexo Alimentação;2025-01-20;0000422448;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FRANCO DA ROCHA;1;37,23;1,07;0,00;35,87;Pago;Sodexo Alimentação;2025-01-17;0000801655;Sodexo alimentação;Banco Santander;2271;13004406;;1585215;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0016-83
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;394,71;11,37;0,00;379,27;Pago;Sodexo Alimentação;2025-01-23;0000779321;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;317,68;9,15;0,00;305,26;Pago;Sodexo Alimentação;2025-01-23;0000829755;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO C.TIRADENTES;1;63,55;1,83;0,00;61,07;Pago;Sodexo Alimentação;2025-01-22;0000479376;Sodexo alimentação;Banco Santander;2271;13004406;;1605723;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0015-00
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;290,77;8,37;0,00;279,41;Pago;Sodexo Alimentação;2025-01-19;0000781046;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VALINHOS;1;21,00;0,60;0,00;20,18;Pago;Sodexo Alimentação;2025-01-18;0000727928;Sodexo alimentação;Banco Santander;2271;13004406;;2634390;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0042-75
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPINAS;1;35,89;1,03;0,00;34,49;Pago;Sodexo Alimentação;2025-01-19;0000738691;Sodexo alimentação;Banco Santander;2271;13004406;;2271068;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0037-08
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;1,18;0,03;0,00;1,14;Pago;Sodexo Alimentação;2025-01-21;0000476714;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,54;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;75,53;2,18;0,00;72,57;Pago;Sodexo Alimentação;2025-01-23;0000779328;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTANA;1;134,61;3,88;0,00;129,35;Pago;Sodexo Alimentação;2025-01-20;0000737175;Sodexo alimentação;Banco Santander;2271;13004406;;2598127;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0043-56
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FREGUESIA Ó;1;122,22;3,52;0,00;117,44;Pago;Sodexo Alimentação;2025-01-18;0000461453;Sodexo alimentação;Banco Santander;2271;13004406;;1585181;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0002-88
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;520,00;14,98;0,00;499,65;Pago;Sodexo Alimentação;2025-01-19;0000461716;Sodexo alimentação;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARULHOS;1;72,00;2,07;0,00;69,19;Pago;Sodexo Alimentação;2025-01-22;0000491339;Sodexo alimentação;Banco Santander;2271;13004406;;1585198;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0009-54
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPINAS;1;59,54;1,71;0,00;57,22;Pago;Sodexo Alimentação;2025-01-19;0000439665;Sodexo alimentação;Banco Santander;2271;13004406;;2271068;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0037-08
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO IPIRANGA;1;51,00;1,47;0,00;49,00;Pago;Sodexo Alimentação;2025-01-21;0000786738;Sodexo alimentação;Banco Santander;2271;13004406;;1585202;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0010-98
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO II;1;16,39;0,47;0,00;15,75;Pago;Sodexo Alimentação;2025-01-22;0000428857;Sodexo alimentação;Banco Santander;2271;13004406;;2378167;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0039-70
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;104,89;3,02;0,00;101,05;Pago;Sodexo Alimentação;2025-01-17;0000780814;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARULHOS;1;76,00;2,19;0,00;73,22;Pago;Sodexo Alimentação;2025-01-17;0000491296;Sodexo alimentação;Banco Santander;2271;13004406;;1585198;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0009-54
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;83,30;2,40;0,00;80,04;Pago;Sodexo Alimentação;2025-01-21;0000779635;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VALINHOS;1;11,99;0,34;0,00;11,53;Pago;Sodexo Alimentação;2025-01-19;0000727939;Sodexo alimentação;Banco Santander;2271;13004406;;2634390;Voucher à Vista;Antecipado;Não Conciliado;2,84;1;05.800.256/0042-75
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;12,89;0,37;0,00;12,39;Pago;Sodexo Alimentação;2025-01-21;0000783876;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPINAS;1;37,09;1,07;0,00;35,64;Pago;Sodexo Alimentação;2025-01-22;0000738730;Sodexo alimentação;Banco Santander;2271;13004406;;2271068;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0037-08
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;58,66;1,69;0,00;56,52;Pago;Sodexo Alimentação;2025-01-17;0000779583;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO STO. ANDRÉ;1;7,00;0,20;0,00;6,73;Pago;Sodexo Alimentação;2025-01-20;0000429727;Sodexo alimentação;Banco Santander;2271;13004406;;1585193;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0007-92
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPINAS;1;55,79;1,61;0,00;53,61;Pago;Sodexo Premium Pass;2025-01-21;0000738722;Sodexo premium pass;Banco Santander;2271;13004406;;2271068;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0037-08
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARUJA;1;73,76;2,12;0,00;71,07;Pago;Sodexo Alimentação;2025-01-17;0000828381;Sodexo alimentação;Banco Santander;2271;13004406;;1585214;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0014-11
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FRANCO DA ROCHA;1;37,93;1,09;0,00;36,45;Pago;Sodexo Alimentação;2025-01-22;0000501196;Sodexo alimentação;Banco Santander;2271;13004406;;1585215;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0016-83
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;72,00;2,07;0,00;69,37;Pago;Sodexo Alimentação;2025-01-17;0000783810;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;50,99;1,47;0,00;48,99;Pago;Sodexo Alimentação;2025-01-22;0000464042;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO INDAIATUBA;1;168,73;4,86;0,00;162,13;Pago;Sodexo Alimentação;2025-01-20;0000408278;Sodexo alimentação;Banco Santander;2271;13004406;;3069095;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0050-85
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;30,43;0,88;0,00;29,24;Pago;Sodexo Alimentação;2025-01-22;0000464038;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;70,19;2,02;0,00;67,45;Pago;Sodexo Alimentação;2025-01-20;0000766369;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;12,62;0,36;0,00;12,13;Pago;Sodexo Alimentação;2025-01-22;0000464037;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,85;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;378,08;10,89;0,00;364,27;Pago;Sodexo Gift Pass;2025-01-17;0000721068;Sodexo gift pass;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;117,71;3,39;0,00;113,41;Pago;Sodexo Alimentação;2025-01-17;0000781024;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO C.TIRADENTES;1;30,00;0,86;0,00;28,83;Pago;Sodexo Alimentação;2025-01-23;0000479385;Sodexo alimentação;Banco Santander;2271;13004406;;1605723;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0015-00
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE;1;111,88;3,22;0,00;107,80;Pago;Sodexo Alimentação;2025-01-17;0000461079;Sodexo alimentação;Banco Santander;2271;13004406;;1585208;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0012-50
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;465,00;13,39;0,00;446,82;Pago;Sodexo Alimentação;2025-01-19;0000783840;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ITÚ;1;290,00;8,35;0,00;279,41;Pago;Sodexo Alimentação;2025-01-17;0000412936;Sodexo alimentação;Banco Santander;2271;13004406;;2856208;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0049-41
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;300,00;8,64;0,00;288,27;Pago;Sodexo Alimentação;2025-01-18;0000479603;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;127,52;3,67;0,00;122,54;Pago;Sodexo Alimentação;2025-01-20;0000721100;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;51,18;1,47;0,00;49,18;Pago;Sodexo Alimentação;2025-01-18;0000721080;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VALINHOS;1;75,66;2,18;0,00;72,70;Pago;Sodexo Alimentação;2025-01-23;0000428511;Sodexo alimentação;Banco Santander;2271;13004406;;2634390;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0042-75
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SÃO JOSÉ;1;251,05;7,23;0,00;241,23;Pago;Sodexo Alimentação;2025-01-21;0000760179;Sodexo alimentação;Banco Santander;2271;13004406;;1634325;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0026-55
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ITÚ;1;73,28;2,11;0,00;70,42;Pago;Sodexo Alimentação;2025-01-18;0000412947;Sodexo alimentação;Banco Santander;2271;13004406;;2856208;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0049-41
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;154,94;4,46;0,00;148,88;Pago;Sodexo Gift Pass;2025-01-22;0000761809;Sodexo gift pass;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO II;1;19,20;0,55;0,00;18,45;Pago;Sodexo Alimentação;2025-01-19;0000731482;Sodexo alimentação;Banco Santander;2271;13004406;;2378167;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0039-70
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JANDIRA;1;45,68;1,32;0,00;43,89;Pago;Sodexo Alimentação;2025-01-20;0000744921;Sodexo alimentação;Banco Santander;2271;13004406;;1531111;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0022-21
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO II;1;28,00;0,81;0,00;26,90;Pago;Sodexo Alimentação;2025-01-18;0000428831;Sodexo alimentação;Banco Santander;2271;13004406;;2378167;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0039-70
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;61,56;1,77;0,00;59,31;Pago;Sodexo Alimentação;2025-01-17;0000528140;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO TAIPAS;1;37,14;1,07;0,00;35,69;Pago;Sodexo Alimentação;2025-01-23;0000760353;Sodexo alimentação;Banco Santander;2271;13004406;;1585223;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0025-74
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;41,63;1,20;0,00;40,00;Pago;Sodexo Alimentação;2025-01-21;0000779636;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO C.TIRADENTES;1;76,39;2,20;0,00;73,41;Pago;Sodexo Alimentação;2025-01-22;0000778526;Sodexo alimentação;Banco Santander;2271;13004406;;1605723;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0015-00
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SOROCABA;1;26,98;0,78;0,00;25,92;Pago;Sodexo Alimentação;2025-01-22;0000744061;Sodexo alimentação;Banco Santander;2271;13004406;;1585218;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0017-64
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;390,00;11,23;0,00;374,75;Pago;Sodexo Alimentação;2025-01-20;0000479633;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOOCA;1;230,96;6,65;0,00;221,93;Pago;Sodexo Alimentação;2025-01-19;0000764901;Sodexo alimentação;Banco Santander;2271;13004406;;1585185;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0003-69
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;12,28;0,35;0,00;11,84;Pago;Sodexo Alimentação;2025-01-17;0000761773;Sodexo alimentação;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,85;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;13,40;0,39;0,00;12,87;Pago;Sodexo Alimentação;2025-01-20;0000783861;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,91;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MARECHAL TITO;1;123,07;3,54;0,00;118,58;Pago;Sodexo Alimentação;2025-01-17;0000769787;Sodexo alimentação;Banco Santander;2271;13004406;;1585205;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0011-79
